[2026-04-23 19:07:16] admin | PAGE_ACCESS | Accessed: 404.php
[2025-11-26 17:02:07] admin | PAGE_ACCESS | Accessed: approve_appointments.php
[2025-11-26 17:02:05] admin | PAGE_ACCESS | Accessed: doctors.php
[2025-11-26 17:02:04] admin | PAGE_ACCESS | Accessed: approve_appointments.php
[2025-11-26 17:02:04] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 17:02:03] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 17:02:01] admin | PAGE_ACCESS | Accessed: approve_appointments.php
[2025-11-26 17:01:24] Guest | PAGE_ACCESS | Accessed: 404.php
[2025-11-26 17:01:24] Guest | PAGE_ACCESS | Accessed: 404.php
[2025-11-26 17:01:24] Guest | PAGE_ACCESS | Accessed: 404.php
[2025-11-26 17:01:24] Guest | PAGE_ACCESS | Accessed: 404.php
[2025-11-26 17:01:24] Guest | PAGE_ACCESS | Accessed: 404.php
[2025-11-26 17:01:21] Guest | PAGE_ACCESS | Accessed: 404.php
[2025-11-26 17:01:08] Guest | PAGE_ACCESS | Accessed: 404.php
[2025-11-26 17:01:07] Guest | PAGE_ACCESS | Accessed: 404.php
[2025-11-26 17:01:07] Guest | PAGE_ACCESS | Accessed: 404.php
[2025-11-26 17:01:07] Guest | PAGE_ACCESS | Accessed: 404.php
[2025-11-26 17:01:07] Guest | PAGE_ACCESS | Accessed: 404.php
[2025-11-26 17:01:07] Guest | PAGE_ACCESS | Accessed: 404.php
[2025-11-26 17:01:07] Guest | PATIENT_ADDED | New patient: test10 demo (Patient #P-20251126-0002)
[2025-11-26 17:00:20] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 17:00:16] Guest | PROCESS_DB_ERROR | Database error in add_patient: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'demo8@gmail.co' for key 'email'
[2025-11-26 17:00:08] admin | PAGE_ACCESS | Accessed: approve_appointments.php
[2025-11-26 16:59:58] admin | PAGE_ACCESS | Accessed: approve_appointments.php
[2025-11-26 16:59:54] admin | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 16:59:38] admin | PAGE_ACCESS | Accessed: waiting_room.php
[2025-11-26 16:59:22] admin | PAGE_ACCESS | Accessed: approve_appointments.php
[2025-11-26 16:58:48] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 16:58:46] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 16:58:44] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 16:58:43] admin | PAGE_ACCESS | Accessed: doctors.php
[2025-11-26 16:58:41] admin | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 16:58:07] Guest | PATIENT_ADDED | New patient: AutoTest2 Patient2 (Patient #P-20251126-0001)
[2025-11-26 16:58:07] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 16:57:18] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 16:57:04] admin | APPOINTMENT_VIEWED | Appointment ID: 8 viewed
[2025-11-26 16:57:04] admin | PAGE_ACCESS | Accessed: appointment_view.php
[2025-11-26 16:56:56] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 16:56:48] admin | APPOINTMENT_VIEWED | Appointment ID: 8 viewed
[2025-11-26 16:56:48] admin | PAGE_ACCESS | Accessed: appointment_view.php
[2025-11-26 16:56:47] admin | APPOINTMENT_UPDATED | Appointment ID: 8 updated
[2025-11-26 16:56:47] admin | PAGE_ACCESS | Accessed: appointment_actions.php
[2025-11-26 16:56:18] admin | PAGE_ACCESS | Accessed: appointment_actions.php
[2025-11-26 16:56:13] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 16:56:07] admin | APPOINTMENT_VIEWED | Appointment ID: 20 viewed
[2025-11-26 16:56:07] admin | PAGE_ACCESS | Accessed: appointment_view.php
[2025-11-26 16:56:07] admin | APPOINTMENT_UPDATED | Appointment ID: 20 updated
[2025-11-26 16:56:07] admin | PAGE_ACCESS | Accessed: appointment_actions.php
[2025-11-26 16:55:58] admin | PAGE_ACCESS | Accessed: appointment_actions.php
[2025-11-26 16:55:23] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 16:55:17] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 16:54:27] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 16:54:26] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 16:54:24] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 16:54:22] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 16:54:16] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 16:54:12] admin | PAGE_ACCESS | Accessed: doctors.php
[2025-11-26 16:54:07] admin | PAGE_ACCESS | Accessed: approve_appointments.php
[2025-11-26 16:53:07] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 16:52:19] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 16:50:58] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 16:50:57] admin | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 16:49:51] Guest | PROCESS_DB_ERROR | Database error in add_patient: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'demo8@gmail.co' for key 'email'
[2025-11-26 16:49:44] Guest | PROCESS_DB_ERROR | Database error in add_patient: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'demo8@gmail.co' for key 'email'
[2025-11-26 16:49:02] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 16:49:02] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 16:48:49] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 16:28:49] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 16:28:49] Guest | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 16:28:48] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 16:28:48] Guest | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 16:28:47] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 16:28:47] Guest | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 16:28:45] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 16:28:23] admin | PAGE_ACCESS | Accessed: waiting_room.php
[2025-11-26 16:28:20] admin | PAGE_ACCESS | Accessed: approve_appointments.php
[2025-11-26 16:28:16] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 16:28:14] admin | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 16:28:11] admin | PAGE_ACCESS | Accessed: waiting_room.php
[2025-11-26 16:28:09] admin | PAGE_ACCESS | Accessed: approve_appointments.php
[2025-11-26 16:28:07] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 16:28:04] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 16:27:29] admin | PAGE_ACCESS | Accessed: waiting_room.php
[2025-11-26 16:22:34] admin | PAGE_ACCESS | Accessed: approve_appointments.php
[2025-11-26 16:22:21] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 16:22:21] Guest | PROCESS_DB_ERROR | Database error in add_patient: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'demo@gmmz.djcb' for key 'email'
[2025-11-26 16:22:18] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 16:21:53] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 16:21:51] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 16:21:49] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 16:21:43] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 16:21:37] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 16:21:34] admin | PAGE_ACCESS | Accessed: doctors.php
[2025-11-26 16:21:30] admin | PAGE_ACCESS | Accessed: approve_appointments.php
[2025-11-26 16:21:18] admin | PAGE_ACCESS | Accessed: approve_appointments.php
[2025-11-26 16:21:14] admin | PAGE_ACCESS | Accessed: doctors.php
[2025-11-26 16:20:53] admin | PAGE_ACCESS | Accessed: approve_appointments.php
[2025-11-26 16:20:43] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 16:20:39] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 16:19:37] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 16:08:47] admin | PAGE_ACCESS | Accessed: 404.php
[2025-11-26 16:08:47] admin | PAGE_ACCESS | Accessed: print_appointment.php
[2025-11-26 16:07:50] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 16:07:46] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 16:06:51] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 16:06:49] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 16:04:28] reception | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 16:04:25] reception | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 16:04:20] reception | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 16:04:17] reception | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 16:02:02] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 15:58:01] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 15:58:01] Guest | PROCESS_DB_ERROR | Database error in add_patient: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'demo6@gmail.com' for key 'email'
[2025-11-26 15:55:07] admin | PAGE_ACCESS | Accessed: 404.php
[2025-11-26 15:55:07] admin | PAGE_ACCESS | Accessed: print_appointment.php
[2025-11-26 15:54:56] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 15:54:52] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 15:53:29] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 15:53:27] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 15:53:17] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 15:48:16] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 15:47:34] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 15:44:02] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 15:42:10] admin | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 15:41:18] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 15:41:11] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 15:41:11] Guest | PROCESS_DB_ERROR | Database error in add_patient: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'demo5@gmm.com' for key 'email'
[2025-11-26 15:40:29] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 15:40:27] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 15:40:26] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 15:40:12] reception | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 15:38:17] admin | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 15:37:00] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 15:36:57] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 15:35:40] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 15:35:37] admin | PATIENTS_PAGE_ERROR | Database error: SQLSTATE[HY093]: Invalid parameter number
[2025-11-26 15:35:37] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 15:35:23] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 15:35:17] admin | PATIENTS_PAGE_ERROR | Database error: SQLSTATE[HY093]: Invalid parameter number
[2025-11-26 15:35:17] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 15:35:04] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 15:34:57] admin | PATIENTS_PAGE_ERROR | Database error: SQLSTATE[HY093]: Invalid parameter number
[2025-11-26 15:34:57] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 15:34:35] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 15:34:25] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 15:34:18] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 15:34:09] admin | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 15:34:08] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 15:34:06] admin | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 15:34:04] admin | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 15:34:02] admin | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 15:27:09] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 15:27:05] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 15:25:58] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 15:25:54] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 15:25:47] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 15:25:47] Guest | PROCESS_DB_ERROR | Database error in add_patient: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'demo4@gmai.com' for key 'email'
[2025-11-26 15:24:36] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 15:24:15] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 15:24:11] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 15:22:43] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 15:22:27] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 15:17:06] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 15:17:06] admin | APPOINTMENT_ADD_ERROR | Database error: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'patient_number' in 'field list'
[2025-11-26 15:14:11] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 15:14:11] admin | APPOINTMENT_ADD_ERROR | Database error: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'patient_number' in 'field list'
[2025-11-26 15:14:10] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 15:13:59] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 15:13:59] admin | APPOINTMENT_ADD_ERROR | Database error: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'patient_number' in 'field list'
[2025-11-26 15:13:55] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 15:13:54] admin | PAGE_ACCESS | Accessed: doctors.php
[2025-11-26 15:13:46] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 15:13:34] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 15:13:23] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 15:13:23] Guest | PROCESS_DB_ERROR | Database error in add_patient: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'patient_number' in 'field list'
[2025-11-26 15:12:32] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 15:05:36] reception | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 15:05:07] reception | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 15:05:07] reception | USER_LOGIN | User logged in: reception
[2025-11-26 15:04:53] Guest | PAGE_ACCESS | Accessed: login.php
[2025-11-26 15:04:52] admin | USER_LOGOUT | User logged out: admin
[2025-11-26 15:04:48] admin | PAGE_ACCESS | Accessed: edit_doctor.php
[2025-11-26 15:04:15] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 15:04:13] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 15:04:01] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 15:03:51] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 15:03:51] Guest | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 15:03:51] Guest | PATIENT_ADDED | New patient: demo user part 2
[2025-11-26 15:02:46] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 15:02:44] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 15:02:25] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 15:00:19] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 15:00:12] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 15:00:12] admin | USER_LOGIN | User logged in: admin
[2025-11-26 15:00:04] Guest | PAGE_ACCESS | Accessed: login.php
[2025-11-26 15:00:01] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 14:57:16] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 14:57:15] Guest | PAGE_ACCESS | Accessed: login.php
[2025-11-26 14:57:13] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 14:57:13] Guest | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 14:57:12] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 14:57:12] Guest | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 14:57:11] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 14:57:10] Guest | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 14:57:04] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 14:57:04] Guest | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 14:57:04] Guest | PATIENT_ADDED | New patient: demo User
[2025-11-26 14:54:35] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 14:54:33] Guest | PAGE_ACCESS | Accessed: login.php
[2025-11-26 14:54:32] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 14:54:29] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 14:54:03] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 14:54:01] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 14:53:59] Guest | PAGE_ACCESS | Accessed: login.php
[2025-11-26 14:53:55] Guest | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 14:53:02] Guest | PAGE_ACCESS | Accessed: login.php
[2025-11-26 14:53:01] Guest | PAGE_ACCESS | Accessed: login.php
[2025-11-26 14:53:00] Guest | PAGE_ACCESS | Accessed: login.php
[2025-11-26 14:52:57] Guest | PAGE_ACCESS | Accessed: login.php
[2025-11-26 14:52:57] admin | USER_LOGOUT | User logged out: admin
[2025-11-26 14:52:53] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 14:50:28] admin | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 14:50:27] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 14:37:39] admin | PAGE_ACCESS | Accessed: add_patient.php
[2025-11-26 14:37:34] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 14:36:03] admin | PAGE_ACCESS | Accessed: edit_doctor.php
[2025-11-26 14:35:27] admin | PAGE_ACCESS | Accessed: doctors.php
[2025-11-26 14:34:13] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 14:34:05] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 14:34:05] admin | USER_LOGIN | User logged in: admin
[2025-11-26 14:32:24] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 14:32:20] reception | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 14:31:20] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 14:31:17] admin | PAGE_ACCESS | Accessed: doctors.php
[2025-11-26 14:31:15] admin | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 14:31:13] admin | DASHBOARD_ERROR | Database error: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'u.last_login' in 'where clause'
[2025-11-26 14:31:13] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 14:31:10] admin | DASHBOARD_ERROR | Database error: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'u.last_login' in 'where clause'
[2025-11-26 14:31:10] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 14:31:09] admin | DASHBOARD_ERROR | Database error: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'u.last_login' in 'where clause'
[2025-11-26 14:31:09] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 14:30:45] admin | DASHBOARD_ERROR | Database error: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'u.last_login' in 'where clause'
[2025-11-26 14:30:45] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 14:30:35] reception | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 14:30:25] reception | APPOINTMENT_ADDED | New appointment: Jane Smith with Dr. Bulbul Ahmed on 2025-11-27 at 20:45 (ID: 16)
[2025-11-26 14:29:47] reception | PAGE_ACCESS | Accessed: add_appointment.php
[2025-11-26 14:29:43] reception | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 14:29:37] reception | PAGE_ACCESS | Accessed: patients.php
[2025-11-26 14:29:14] admin | DASHBOARD_ERROR | Database error: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'u.last_login' in 'where clause'
[2025-11-26 14:29:14] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 14:29:05] admin | DASHBOARD_ERROR | Database error: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'u.last_login' in 'where clause'
[2025-11-26 14:29:05] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 14:28:47] reception | DASHBOARD_ERROR | Database error: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'u.last_login' in 'where clause'
[2025-11-26 14:28:47] reception | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 14:28:06] admin | DASHBOARD_ERROR | Database error: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'u.last_login' in 'where clause'
[2025-11-26 14:28:06] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 14:27:20] admin | DASHBOARD_ERROR | Database error: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'u.last_login' in 'where clause'
[2025-11-26 14:27:20] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 14:27:05] admin | PAGE_ACCESS | Accessed: appointments.php
[2025-11-26 14:26:43] admin | DASHBOARD_ERROR | Database error: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'u.last_login' in 'where clause'
[2025-11-26 14:26:43] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 14:26:42] admin | DASHBOARD_ERROR | Database error: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'u.last_login' in 'where clause'
[2025-11-26 14:26:42] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 14:26:41] admin | DASHBOARD_ERROR | Database error: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'u.last_login' in 'where clause'
[2025-11-26 14:26:41] admin | PAGE_ACCESS | Accessed: dashboard.php
[2025-11-26 14:25:03] admin | DASHBOARD_ERROR | Database error: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'u.last_login' in 'where clause'
[2025-11-26 14:25:03] admin | PAGE_ACCESS | Accessed: dashboard.php
